cell,x_um,y_um,orient
VIA_M1M2_PR,69.23,36.89,N
VIA_L1M1_PR_MR,69.69,36.89,N
VIA_M1M2_PR,71.99,36.89,N
VIA_L1M1_PR_MR,72.445,36.89,N
VIA_L1M1_PR_MR,74.75,36.89,N
VIA_M1M2_PR,76.59,36.89,N
VIA_M1M2_PR,21.85,37.23,N
VIA_L1M1_PR_MR,27.83,37.23,N
VIA_M1M2_PR,34.73,37.23,N
VIA_L1M1_PR_MR,73.83,37.23,N
VIA_M1M2_PR,77.05,37.23,N
VIA_M1M2_PR,28.29,37.57,N
VIA_L1M1_PR_MR,38.87,37.57,N
VIA_M1M2_PR,41.63,37.57,N
VIA_L1M1_PR_MR,67.85,37.57,N
VIA_M1M2_PR,69.23,37.57,N
sky130_fd_sc_hd__decap_3,10.12,38.08,N
sky130_fd_sc_hd__decap_3,10.12,38.08,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,38.08,N
sky130_fd_sc_hd__dfrtp_2,26.22,38.08,FS
sky130_fd_sc_hd__dfrtp_2,29.9,38.08,N
VIA_via4_5_2000_480_1_5_400_400,30.14,38.08,N
VIA_via2_3_2000_480_1_6_320_320,30.14,38.08,N
VIA_via3_4_2000_480_1_5_400_400,30.14,38.08,N
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,38.08,FS
sky130_fd_sc_hd__mux2_1,36.34,38.08,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,38.08,N
VIA_via4_5_2000_480_1_5_400_400,60.14,38.08,N
VIA_via3_4_2000_480_1_5_400_400,60.14,38.08,N
VIA_via2_3_2000_480_1_6_320_320,60.14,38.08,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,38.08,FS
sky130_fd_sc_hd__nor2_2,67.16,38.08,S
sky130_fd_sc_hd__nor2_2,69.92,38.08,FN
sky130_fd_sc_hd__and2_2,69.92,38.08,S
sky130_fd_sc_hd__and2_2,69.92,38.08,N
sky130_fd_sc_hd__or2_2,73.6,38.08,FS
sky130_fd_sc_hd__a21bo_2,73.6,38.08,S
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,38.08,N
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,38.08,FS
sky130_fd_sc_hd__decap_3,89.7,38.08,FN
sky130_fd_sc_hd__decap_3,89.7,38.08,S
VIA_M1M2_PR,36.11,38.59,N
VIA_M1M2_PR,66.93,38.59,N
VIA_L1M1_PR_MR,68.31,38.59,N
VIA_L1M1_PR_MR,31.51,38.93,N
VIA_M1M2_PR,34.73,38.93,N
VIA_M1M2_PR,66.01,38.93,N
VIA_L1M1_PR_MR,71.99,38.93,N
VIA_M3M4_PR,67.62,39.1,N
VIA_M2M3_PR,67.85,39.1,N
VIA_M1M2_PR,48.07,39.27,N
VIA_M1M2_PR,67.85,39.27,N
VIA_L1M1_PR_MR,68.31,39.27,N
VIA_L1M1_PR_MR,69.23,39.27,N
VIA_L1M1_PR_MR,70.15,39.27,N
VIA_L1M1_PR_MR,71.07,39.27,N
VIA_L1M1_PR_MR,30.13,39.61,N
VIA_M1M2_PR,31.51,39.61,N
VIA_L1M1_PR_MR,38.87,39.61,N
VIA_M1M2_PR,41.63,39.61,N
VIA_M1M2_PR,67.85,39.95,N
VIA_via3_4_2000_480_1_5_400_400,26.44,40.8,N
VIA_via2_3_2000_480_1_6_320_320,26.44,40.8,N
VIA_via4_5_2000_480_1_5_400_400,26.44,40.8,N
VIA_via2_3_2000_480_1_6_320_320,56.44,40.8,N
VIA_via3_4_2000_480_1_5_400_400,56.44,40.8,N
VIA_via4_5_2000_480_1_5_400_400,56.44,40.8,N
VIA_via3_4_2000_480_1_5_400_400,86.44,40.8,N
VIA_via4_5_2000_480_1_5_400_400,86.44,40.8,N
VIA_via2_3_2000_480_1_6_320_320,86.44,40.8,N
VIA_M2M3_PR,5.75,41.14,N
VIA_L1M1_PR_MR,30.13,41.65,N
VIA_M1M2_PR,31.97,41.65,N
VIA_M1M2_PR,32.43,41.99,N
VIA_L1M1_PR_MR,32.43,41.99,N
VIA_L1M1_PR_MR,33.35,41.99,N
VIA_M1M2_PR,33.81,41.99,N
VIA_L1M1_PR_MR,31.97,42.33,N
VIA_M1M2_PR,38.41,42.33,N
sky130_fd_sc_hd__decap_3,10.12,43.52,FS
sky130_fd_sc_hd__decap_3,10.12,43.52,N
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,43.52,N
sky130_fd_sc_hd__mux2_1,29.9,43.52,FS
VIA_via2_3_2000_480_1_6_320_320,30.14,43.52,N
VIA_via4_5_2000_480_1_5_400_400,30.14,43.52,N
VIA_via3_4_2000_480_1_5_400_400,30.14,43.52,N
sky130_fd_sc_hd__clkbuf_16,30.82,43.52,N
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,43.52,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,43.52,N
VIA_via2_3_2000_480_1_6_320_320,60.14,43.52,N
VIA_via3_4_2000_480_1_5_400_400,60.14,43.52,N
VIA_via4_5_2000_480_1_5_400_400,60.14,43.52,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,43.52,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,43.52,N
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,43.52,FS
sky130_fd_sc_hd__decap_3,89.7,43.52,S
sky130_fd_sc_hd__decap_3,89.7,43.52,FN
VIA_M1M2_PR,31.51,44.03,N
VIA_L1M1_PR_MR,37.49,44.03,N
VIA_L1M1_PR_MR,31.05,44.71,N
VIA_M1M2_PR,38.41,44.71,N
VIA_M1M2_PR,33.35,45.39,N
VIA_M1M2_PR,82.11,45.39,N
VIA_via3_4_2000_480_1_5_400_400,26.44,46.24,N
VIA_via2_3_2000_480_1_6_320_320,26.44,46.24,N
VIA_via4_5_2000_480_1_5_400_400,26.44,46.24,N
VIA_via4_5_2000_480_1_5_400_400,56.44,46.24,N
VIA_via2_3_2000_480_1_6_320_320,56.44,46.24,N
VIA_via3_4_2000_480_1_5_400_400,56.44,46.24,N
VIA_via3_4_2000_480_1_5_400_400,86.44,46.24,N
VIA_via4_5_2000_480_1_5_400_400,86.44,46.24,N
VIA_via2_3_2000_480_1_6_320_320,86.44,46.24,N
VIA_L1M1_PR_MR,74.29,47.43,N
VIA_M1M2_PR,74.29,47.43,N
VIA_M1M2_PR,69.23,47.77,N
VIA_L1M1_PR_MR,70.61,47.77,N
VIA_L1M1_PR_MR,73.37,47.77,N
VIA_M1M2_PR,89.93,47.77,N
VIA_M2M3_PR,41.17,47.94,N
VIA_M3M4_PR,63.02,47.94,N
VIA_M1M2_PR,40.71,48.11,N
VIA_M1M2_PR,58.65,48.11,N
VIA_M1M2_PR,71.07,48.45,N
VIA_L1M1_PR_MR,71.07,48.45,N
VIA_L1M1_PR_MR,71.53,48.45,N
VIA_M1M2_PR,71.99,48.45,N
sky130_fd_sc_hd__decap_3,10.12,48.96,N
sky130_fd_sc_hd__decap_3,10.12,48.96,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,48.96,N
VIA_via4_5_2000_480_1_5_400_400,30.14,48.96,N
VIA_via2_3_2000_480_1_6_320_320,30.14,48.96,N
VIA_via3_4_2000_480_1_5_400_400,30.14,48.96,N
sky130_fd_sc_hd__clkbuf_16,31.74,48.96,N
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,48.96,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,48.96,N
VIA_via3_4_2000_480_1_5_400_400,60.14,48.96,N
VIA_via4_5_2000_480_1_5_400_400,60.14,48.96,N
VIA_via2_3_2000_480_1_6_320_320,60.14,48.96,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,48.96,FS
sky130_fd_sc_hd__and4bb_2,69.92,48.96,N
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,48.96,N
sky130_fd_sc_hd__and4bb_2,74.52,48.96,S
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,48.96,FS
sky130_fd_sc_hd__decap_3,89.7,48.96,FN
sky130_fd_sc_hd__decap_3,89.7,48.96,S
VIA_L1M1_PR_MR,71.07,49.47,N
VIA_M1M2_PR,71.07,49.47,N
VIA_L1M1_PR_MR,72.91,49.47,N
VIA_M1M2_PR,72.91,49.47,N
VIA_M1M2_PR,73.37,49.47,N
VIA_L1M1_PR_MR,73.37,49.47,N
VIA_L1M1_PR_MR,73.83,49.81,N
VIA_M1M2_PR,73.83,49.81,N
VIA_L1M1_PR_MR,31.97,50.15,N
VIA_M1M2_PR,31.97,50.15,N
VIA_L1M1_PR_MR,70.15,50.15,N
VIA_M1M2_PR,79.35,50.15,N
VIA_L1M1_PR_MR,38.41,50.83,N
VIA_M1M2_PR,38.41,50.83,N
VIA_via3_4_2000_480_1_5_400_400,26.44,51.68,N
VIA_via4_5_2000_480_1_5_400_400,26.44,51.68,N
VIA_via2_3_2000_480_1_6_320_320,26.44,51.68,N
VIA_via2_3_2000_480_1_6_320_320,56.44,51.68,N
VIA_via4_5_2000_480_1_5_400_400,56.44,51.68,N
VIA_via3_4_2000_480_1_5_400_400,56.44,51.68,N
VIA_via3_4_2000_480_1_5_400_400,86.44,51.68,N
VIA_via4_5_2000_480_1_5_400_400,86.44,51.68,N
VIA_via2_3_2000_480_1_6_320_320,86.44,51.68,N
VIA_M1M2_PR,70.61,52.19,N
VIA_L1M1_PR_MR,71.07,52.19,N
VIA_M1M2_PR,71.99,52.19,N
VIA_L1M1_PR_MR,71.99,52.19,N
VIA_M1M2_PR,68.31,53.55,N
VIA_L1M1_PR_MR,70.15,53.55,N
VIA_M1M2_PR,68.77,53.89,N
VIA_L1M1_PR_MR,71.07,53.89,N
sky130_fd_sc_hd__decap_3,10.12,54.4,FS
sky130_fd_sc_hd__decap_3,10.12,54.4,N
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,54.4,N
VIA_via4_5_2000_480_1_5_400_400,30.14,54.4,N
VIA_via2_3_2000_480_1_6_320_320,30.14,54.4,N
VIA_via3_4_2000_480_1_5_400_400,30.14,54.4,N
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,54.4,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,54.4,N
VIA_via3_4_2000_480_1_5_400_400,60.14,54.4,N
VIA_via2_3_2000_480_1_6_320_320,60.14,54.4,N
VIA_via4_5_2000_480_1_5_400_400,60.14,54.4,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,54.4,FS
sky130_fd_sc_hd__and3_2,69.92,54.4,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,54.4,N
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,54.4,FS
sky130_fd_sc_hd__decap_3,89.7,54.4,S
sky130_fd_sc_hd__decap_3,89.7,54.4,FN
VIA_via3_4_2000_480_1_5_400_400,26.44,57.12,N
VIA_via2_3_2000_480_1_6_320_320,26.44,57.12,N
VIA_via4_5_2000_480_1_5_400_400,26.44,57.12,N
VIA_via2_3_2000_480_1_6_320_320,56.44,57.12,N
VIA_via3_4_2000_480_1_5_400_400,56.44,57.12,N
VIA_via4_5_2000_480_1_5_400_400,56.44,57.12,N
VIA_via2_3_2000_480_1_6_320_320,86.44,57.12,N
VIA_via3_4_2000_480_1_5_400_400,86.44,57.12,N
VIA_via4_5_2000_480_1_5_400_400,86.44,57.12,N
VIA_via5_6_2000_2000_1_1_1600_1600,26.44,57.53,N
VIA_via5_6_2000_2000_1_1_1600_1600,56.44,57.53,N
VIA_via5_6_2000_2000_1_1_1600_1600,86.44,57.53,N
VIA_M2M3_PR,34.73,58.14,N
VIA_M1M2_PR,31.05,58.31,N
VIA_L1M1_PR_MR,32.89,58.31,N
VIA_M1M2_PR,33.81,58.31,N
VIA_L1M1_PR_MR,32.43,58.65,N
VIA_M1M2_PR,33.35,58.65,N
VIA_L1M1_PR_MR,31.97,58.99,N
VIA_M1M2_PR,40.71,58.99,N
VIA_M1M2_PR,28.75,59.33,N
VIA_L1M1_PR_MR,30.13,59.33,N
sky130_fd_sc_hd__decap_3,10.12,59.84,N
sky130_fd_sc_hd__decap_3,10.12,59.84,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,59.84,N
sky130_fd_sc_hd__mux2_1,29.9,59.84,FS
sky130_fd_sc_hd__dfrtp_2,29.9,59.84,N
VIA_via3_4_2000_480_1_5_400_400,30.14,59.84,N
VIA_via2_3_2000_480_1_6_320_320,30.14,59.84,N
VIA_via4_5_2000_480_1_5_400_400,30.14,59.84,N
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,59.84,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,59.84,N
VIA_via3_4_2000_480_1_5_400_400,60.14,59.84,N
VIA_via2_3_2000_480_1_6_320_320,60.14,59.84,N
VIA_via4_5_2000_480_1_5_400_400,60.14,59.84,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,59.84,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,59.84,N
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,59.84,FS
sky130_fd_sc_hd__decap_3,89.7,59.84,S
sky130_fd_sc_hd__decap_3,89.7,59.84,FN
VIA_L1M1_PR_MR,38.87,60.35,N
VIA_M1M2_PR,39.79,60.35,N
VIA_L1M1_PR_MR,31.51,60.69,N
VIA_M1M2_PR,32.89,60.69,N
VIA_M1M2_PR,34.73,60.69,N
VIA_via5_6_2000_2000_1_1_1600_1600,30.14,61.23,N
VIA_via5_6_2000_2000_1_1_1600_1600,60.14,61.23,N
VIA_M1M2_PR,28.29,61.37,N
VIA_L1M1_PR_MR,30.13,61.37,N
VIA_via3_4_2000_480_1_5_400_400,26.44,62.56,N
VIA_via2_3_2000_480_1_6_320_320,26.44,62.56,N
VIA_via4_5_2000_480_1_5_400_400,26.44,62.56,N
VIA_via2_3_2000_480_1_6_320_320,56.44,62.56,N
VIA_via4_5_2000_480_1_5_400_400,56.44,62.56,N
VIA_via3_4_2000_480_1_5_400_400,56.44,62.56,N
VIA_via2_3_2000_480_1_6_320_320,86.44,62.56,N
VIA_via3_4_2000_480_1_5_400_400,86.44,62.56,N
VIA_via4_5_2000_480_1_5_400_400,86.44,62.56,N
VIA_L1M1_PR_MR,28.29,63.07,N
VIA_M1M2_PR,28.29,63.07,N
VIA_L1M1_PR_MR,35.65,64.09,N
VIA_M1M2_PR,38.41,64.09,N
sky130_fd_sc_hd__decap_3,10.12,65.28,N
sky130_fd_sc_hd__decap_3,10.12,65.28,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,65.28,N
sky130_fd_sc_hd__mux2_1,25.76,65.28,N
sky130_fd_sc_hd__dfrtp_2,29.9,65.28,N
VIA_via2_3_2000_480_1_6_320_320,30.14,65.28,N
VIA_via3_4_2000_480_1_5_400_400,30.14,65.28,N
VIA_via4_5_2000_480_1_5_400_400,30.14,65.28,N
sky130_fd_sc_hd__clkbuf_16,35.88,65.28,S
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,65.28,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,65.28,N
VIA_via3_4_2000_480_1_5_400_400,60.14,65.28,N
VIA_via2_3_2000_480_1_6_320_320,60.14,65.28,N
VIA_via4_5_2000_480_1_5_400_400,60.14,65.28,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,65.28,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,65.28,N
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,65.28,FS
sky130_fd_sc_hd__decap_3,89.7,65.28,S
sky130_fd_sc_hd__decap_3,89.7,65.28,FN
VIA_M1M2_PR,27.83,65.79,N
VIA_L1M1_PR_MR,28.29,65.79,N
VIA_M1M2_PR,29.21,65.79,N
VIA_L1M1_PR_MR,38.87,65.79,N
VIA_M1M2_PR,40.71,65.79,N
VIA_M1M2_PR,28.75,66.13,N
VIA_L1M1_PR_MR,31.51,66.13,N
VIA_M1M2_PR,34.73,66.13,N
VIA_M1M2_PR,36.57,66.13,N
VIA_L1M1_PR_MR,27.83,66.47,N
VIA_M1M2_PR,28.29,66.47,N
VIA_L1M1_PR_MR,30.13,66.47,N
VIA_L1M1_PR_MR,29.21,66.81,N
VIA_M1M2_PR,29.67,66.81,N
VIA_L1M1_PR_MR,25.99,67.49,N
VIA_M1M2_PR,27.83,67.49,N
VIA_M1M2_PR,35.19,67.49,N
VIA_L1M1_PR_MR,38.87,67.49,N
VIA_M1M2_PR,38.87,67.49,N
VIA_via3_4_2000_480_1_5_400_400,26.44,68.0,N
VIA_via2_3_2000_480_1_6_320_320,26.44,68.0,N
VIA_via4_5_2000_480_1_5_400_400,26.44,68.0,N
VIA_via2_3_2000_480_1_6_320_320,56.44,68.0,N
VIA_via4_5_2000_480_1_5_400_400,56.44,68.0,N
VIA_via3_4_2000_480_1_5_400_400,56.44,68.0,N
VIA_via3_4_2000_480_1_5_400_400,86.44,68.0,N
VIA_via4_5_2000_480_1_5_400_400,86.44,68.0,N
VIA_via2_3_2000_480_1_6_320_320,86.44,68.0,N
VIA_M1M2_PR,29.67,68.51,N
VIA_M1M2_PR,35.19,68.51,N
VIA_L1M1_PR_MR,35.19,68.51,N
VIA_M1M2_PR,41.17,68.51,N
VIA_M2M3_PR,24.15,69.02,N
VIA_M2M3_PR,39.79,69.02,N
VIA_L1M1_PR_MR,23.23,69.19,N
VIA_M1M2_PR,27.83,69.19,N
VIA_L1M1_PR_MR,27.83,69.19,N
VIA_M1M2_PR,28.29,69.19,N
VIA_L1M1_PR_MR,36.57,69.19,N
VIA_M1M2_PR,23.69,69.53,N
VIA_L1M1_PR_MR,23.69,69.53,N
VIA_L1M1_PR_MR,26.45,69.53,N
VIA_M2M3_PR,23.69,69.7,N
VIA_M2M3_PR,41.63,69.7,N
VIA_M1M2_PR,28.29,69.87,N
VIA_M1M2_PR,36.57,69.87,N
VIA_L1M1_PR_MR,37.95,69.87,N
VIA_M1M2_PR,39.33,69.87,N
VIA_L1M1_PR_MR,24.15,70.21,N
VIA_M1M2_PR,24.61,70.21,N
VIA_L1M1_PR_MR,25.99,70.21,N
VIA_M1M2_PR,32.89,70.21,N
VIA_M1M2_PR,41.63,70.21,N
VIA_L1M1_PR_MR,45.31,70.21,N
VIA_M1M2_PR,48.07,70.21,N
sky130_fd_sc_hd__decap_3,10.12,70.72,FS
sky130_fd_sc_hd__decap_3,10.12,70.72,N
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,70.72,N
sky130_fd_sc_hd__mux2_1,26.22,70.72,S
sky130_fd_sc_hd__dfrtp_2,26.22,70.72,FS
sky130_fd_sc_hd__mux2_1,29.9,70.72,FN
sky130_fd_sc_hd__dfrtp_2,29.9,70.72,N
VIA_via2_3_2000_480_1_6_320_320,30.14,70.72,N
VIA_via4_5_2000_480_1_5_400_400,30.14,70.72,N
VIA_via3_4_2000_480_1_5_400_400,30.14,70.72,N
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,70.72,FS
sky130_fd_sc_hd__dfrtp_2,36.34,70.72,FS
sky130_fd_sc_hd__mux2_1,39.56,70.72,N
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,70.72,N
VIA_via4_5_2000_480_1_5_400_400,60.14,70.72,N
VIA_via3_4_2000_480_1_5_400_400,60.14,70.72,N
VIA_via2_3_2000_480_1_6_320_320,60.14,70.72,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,70.72,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,70.72,N
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,70.72,FS
sky130_fd_sc_hd__decap_3,89.7,70.72,S
sky130_fd_sc_hd__decap_3,89.7,70.72,FN
VIA_M1M2_PR,5.75,71.23,N
VIA_L1M1_PR_MR,27.37,71.23,N
VIA_L1M1_PR_MR,29.67,71.23,N
VIA_M1M2_PR,39.33,71.23,N
VIA_L1M1_PR_MR,39.79,71.23,N
VIA_M1M2_PR,41.63,71.23,N
VIA_L1M1_PR_MR,41.63,71.23,N
VIA_L1M1_PR_MR,42.09,71.23,N
VIA_M1M2_PR,58.19,71.23,N
VIA_M1M2_PR,31.05,71.57,N
VIA_L1M1_PR_MR,31.51,71.57,N
VIA_M1M2_PR,36.57,71.57,N
VIA_L1M1_PR_MR,27.83,71.91,N
VIA_M1M2_PR,28.29,71.91,N
VIA_L1M1_PR_MR,30.13,71.91,N
VIA_M1M2_PR,23.23,72.25,N
VIA_L1M1_PR_MR,26.91,72.25,N
VIA_M1M2_PR,34.73,72.25,N
VIA_L1M1_PR_MR,38.87,72.25,N
VIA_M1M2_PR,39.79,72.25,N
VIA_L1M1_PR_MR,42.09,72.25,N
VIA_L1M1_PR_MR,42.55,72.25,N
VIA_M2M3_PR,31.97,72.42,N
VIA_M1M2_PR,30.59,72.93,N
VIA_via3_4_2000_480_1_5_400_400,26.44,73.44,N
VIA_via2_3_2000_480_1_6_320_320,26.44,73.44,N
VIA_via4_5_2000_480_1_5_400_400,26.44,73.44,N
VIA_via3_4_2000_480_1_5_400_400,56.44,73.44,N
VIA_via2_3_2000_480_1_6_320_320,56.44,73.44,N
VIA_via4_5_2000_480_1_5_400_400,56.44,73.44,N
VIA_via4_5_2000_480_1_5_400_400,86.44,73.44,N
VIA_via3_4_2000_480_1_5_400_400,86.44,73.44,N
VIA_via2_3_2000_480_1_6_320_320,86.44,73.44,N
VIA_M1M2_PR,28.29,73.95,N
VIA_L1M1_PR_MR,35.19,73.95,N
VIA_M1M2_PR,39.79,73.95,N
VIA_M1M2_PR,45.31,73.95,N
VIA_L1M1_PR_MR,45.31,73.95,N
VIA_M1M2_PR,32.89,74.29,N
VIA_M2M3_PR,24.61,74.46,N
VIA_M2M3_PR,45.31,74.46,N
VIA_M1M2_PR,23.23,74.63,N
VIA_L1M1_PR_MR,23.23,74.63,N
VIA_L1M1_PR_MR,23.69,74.63,N
VIA_M1M2_PR,24.61,74.63,N
VIA_L1M1_PR_MR,26.45,74.63,N
VIA_M1M2_PR,28.29,74.63,N
VIA_L1M1_PR_MR,36.57,74.63,N
VIA_L1M1_PR_MR,37.95,74.63,N
VIA_L1M1_PR_MR,24.15,74.97,N
VIA_M1M2_PR,24.15,74.97,N
VIA_M1M2_PR,27.83,75.31,N
VIA_L1M1_PR_MR,27.83,75.31,N
VIA_M1M2_PR,36.57,75.31,N
VIA_L1M1_PR_MR,25.99,75.65,N
VIA_M1M2_PR,34.27,75.65,N
VIA_M1M2_PR,34.73,75.65,N
VIA_L1M1_PR_MR,35.19,75.65,N
sky130_fd_sc_hd__decap_3,10.12,76.16,N
sky130_fd_sc_hd__decap_3,10.12,76.16,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,76.16,N
sky130_fd_sc_hd__mux2_1,25.76,76.16,N
sky130_fd_sc_hd__dfrtp_2,26.22,76.16,FS
sky130_fd_sc_hd__mux2_1,26.22,76.16,S
sky130_fd_sc_hd__dfrtp_2,29.9,76.16,N
VIA_via2_3_2000_480_1_6_320_320,30.14,76.16,N
VIA_via4_5_2000_480_1_5_400_400,30.14,76.16,N
VIA_via3_4_2000_480_1_5_400_400,30.14,76.16,N
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,76.16,FS
sky130_fd_sc_hd__dfrtp_2,36.34,76.16,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,76.16,N
VIA_via4_5_2000_480_1_5_400_400,60.14,76.16,N
VIA_via3_4_2000_480_1_5_400_400,60.14,76.16,N
VIA_via2_3_2000_480_1_6_320_320,60.14,76.16,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,76.16,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,76.16,N
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,76.16,FS
sky130_fd_sc_hd__decap_3,89.7,76.16,S
sky130_fd_sc_hd__decap_3,89.7,76.16,FN
VIA_L1M1_PR_MR,28.29,76.67,N
VIA_M1M2_PR,35.19,76.67,N
VIA_L1M1_PR_MR,27.83,77.01,N
VIA_M1M2_PR,32.89,77.01,N
VIA_M1M2_PR,36.57,77.01,N
VIA_M1M2_PR,28.29,77.35,N
VIA_L1M1_PR_MR,30.13,77.35,N
VIA_L1M1_PR_MR,29.21,77.69,N
VIA_M1M2_PR,29.67,77.69,N
VIA_M1M2_PR,31.51,77.69,N
VIA_L1M1_PR_MR,31.51,77.69,N
VIA_L1M1_PR_MR,25.99,78.03,N
VIA_M1M2_PR,27.83,78.03,N
VIA_M1M2_PR,28.75,78.37,N
VIA_L1M1_PR_MR,38.87,78.37,N
VIA_via3_4_2000_480_1_5_400_400,26.44,78.88,N
VIA_via2_3_2000_480_1_6_320_320,26.44,78.88,N
VIA_via4_5_2000_480_1_5_400_400,26.44,78.88,N
VIA_via3_4_2000_480_1_5_400_400,56.44,78.88,N
VIA_via2_3_2000_480_1_6_320_320,56.44,78.88,N
VIA_via4_5_2000_480_1_5_400_400,56.44,78.88,N
VIA_via4_5_2000_480_1_5_400_400,86.44,78.88,N
VIA_via3_4_2000_480_1_5_400_400,86.44,78.88,N
VIA_via2_3_2000_480_1_6_320_320,86.44,78.88,N
VIA_L1M1_PR_MR,30.13,79.39,N
VIA_M1M2_PR,31.51,79.39,N
VIA_M1M2_PR,31.05,80.07,N
VIA_L1M1_PR_MR,32.89,80.07,N
VIA_M1M2_PR,28.75,80.41,N
VIA_L1M1_PR_MR,31.97,80.41,N
VIA_L1M1_PR_MR,32.43,80.41,N
VIA_M1M2_PR,38.87,80.41,N
sky130_fd_sc_hd__decap_3,10.12,81.6,N
sky130_fd_sc_hd__decap_3,10.12,81.6,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,81.6,N
sky130_fd_sc_hd__mux2_1,29.9,81.6,FS
VIA_via4_5_2000_480_1_5_400_400,30.14,81.6,N
VIA_via3_4_2000_480_1_5_400_400,30.14,81.6,N
VIA_via2_3_2000_480_1_6_320_320,30.14,81.6,N
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,81.6,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,81.6,N
VIA_via4_5_2000_480_1_5_400_400,60.14,81.6,N
VIA_via3_4_2000_480_1_5_400_400,60.14,81.6,N
VIA_via2_3_2000_480_1_6_320_320,60.14,81.6,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,81.6,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,81.6,N
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,81.6,FS
sky130_fd_sc_hd__decap_3,89.7,81.6,S
sky130_fd_sc_hd__decap_3,89.7,81.6,FN
VIA_via3_4_2000_480_1_5_400_400,26.44,84.32,N
VIA_via2_3_2000_480_1_6_320_320,26.44,84.32,N
VIA_via4_5_2000_480_1_5_400_400,26.44,84.32,N
VIA_via3_4_2000_480_1_5_400_400,56.44,84.32,N
VIA_via2_3_2000_480_1_6_320_320,56.44,84.32,N
VIA_via4_5_2000_480_1_5_400_400,56.44,84.32,N
VIA_via4_5_2000_480_1_5_400_400,86.44,84.32,N
VIA_via3_4_2000_480_1_5_400_400,86.44,84.32,N
VIA_via2_3_2000_480_1_6_320_320,86.44,84.32,N
sky130_fd_sc_hd__decap_3,10.12,87.04,FS
sky130_fd_sc_hd__decap_3,10.12,87.04,N
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,87.04,N
VIA_via3_4_2000_480_1_5_400_400,30.14,87.04,N
VIA_via2_3_2000_480_1_6_320_320,30.14,87.04,N
VIA_via4_5_2000_480_1_5_400_400,30.14,87.04,N
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,87.04,FS
